source,target,value,level
Multidimensional data,Point (geometry),1,2
Autoregressive model,Analytics,1,2
Autoregressive model,Domain (mathematical analysis),1,2
Autoregressive model,Selection (genetic algorithm),1,2
Visualization,Autoregressive model,1,2
Credibility,Variance (accounting),1,2
Generalization,Variance (accounting),1,2
Bundle,Context (archaeology),1,2
Correlation,Variance (accounting),1,2
Graph theory,Analytics,1,2
PageRank,Graph theory,1,2
Disk formatting,Typeface,1,2
Font,Typeface,1,2
Font,Disk formatting,1,2
Visualization,Font,1,2
Ranking (information retrieval),Typeface,1,2
Ranking (information retrieval),Disk formatting,1,2
Ranking (information retrieval),Font,1,2
Conditional probability,Domain (mathematical analysis),1,2
Visualization,Conditional probability,1,2
Bayesian probability,Conditional probability,1,2
Set (abstract data type),Formative assessment,1,2
Dissemination,Formative assessment,1,2
Dissemination,Set (abstract data type),1,2
Analytics,Formative assessment,1,2
Analytics,Dissemination,1,2
Visualization,Scholarship,1,2
Visualization,Poetry,1,2
Visualization,Close reading,1,2
Reading (process),Close reading,1,2
Bundle,Class (philosophy),1,2
Sensemaking,Enhanced Data Rates for GSM Evolution,1,2
Sensemaking,Class (philosophy),1,2
Sensemaking,Bundle,1,2
Poetry,Close reading,1,2
Context (archaeology),Close reading,1,2
Context (archaeology),Poetry,1,2
Reading (process),Poetry,1,2
Meaning (existential),Scholarship,1,2
Scholarship,Close reading,1,2
Scholarship,Poetry,1,2
Scholarship,Context (archaeology),1,2
Scholarship,Reading (process),1,2
Meaning (existential),Close reading,1,2
Meaning (existential),Poetry,1,2
Meaning (existential),Reading (process),1,2
Filter (signal processing),Formative assessment,1,2
Filter (signal processing),Dissemination,1,2
Citation,Formative assessment,1,2
Visualization,Pictogram,1,2
Time series,Chart,1,2
Granularity,Analytics,1,2
Consistency (knowledge bases),Granularity,1,2
Task (project management),Granularity,1,2
Redundancy (engineering),Recall,1,2
Pictogram,Recall,1,2
Pictogram,Redundancy (engineering),1,2
GRASP,Space (punctuation),1,2
Chart,Series (stratigraphy),1,2
Dimensionality reduction,GRASP,1,2
Projection (relational algebra),GRASP,1,2
Data set,Space (punctuation),1,2
Data set,GRASP,1,2
Curse of dimensionality,Space (punctuation),1,2
Curse of dimensionality,GRASP,1,2
Ambiguity,Node (physics),1,2
Time series,Rendering (computer graphics),1,2
Series (stratigraphy),Rendering (computer graphics),1,2
Citation,Set (abstract data type),1,2
Scientific literature,Set (abstract data type),1,2
Citation,Dissemination,1,2
Citation,Process (computing),1,2
Citation,Filter (signal processing),1,2
Cluster analysis,Formative assessment,1,2
Cluster analysis,Dissemination,1,2
Cluster analysis,Citation,1,2
Scientific literature,Formative assessment,1,2
Scientific literature,Dissemination,1,2
Dimension (graph theory),Transparency (behavior),1,2
Scientific literature,Analytics,1,2
Scientific literature,Filter (signal processing),1,2
Scientific literature,Citation,1,2
Scientific literature,Cluster analysis,1,2
Process (computing),Weather forecasting,1,2
Data set,Weather forecasting,1,2
Encoding (memory),Weather forecasting,1,2
Selection (genetic algorithm),Takeoff and landing,1,2
Takeoff,Construct (python library),1,2
Takeoff,Takeoff and landing,1,2
Recall,Pace,1,2
Context (archaeology),Exploit,1,2
Key (lock),Exploit,1,2
Hierarchical database model,Key (lock),1,2
Scalar field,Noise reduction,1,2
Maxima and minima,Noise reduction,1,2
Scalar (mathematics),Noise reduction,1,2
Automatic summarization,Software deployment,1,2
Cluster analysis,Software deployment,1,2
Task (project management),Software deployment,1,2
Logarithmic scale,Bar (unit),1,2
Plot (graphics),Bar (unit),1,2
Plot (graphics),Logarithmic scale,1,2
Logarithm,Bar (unit),1,2
Logarithm,Logarithmic scale,1,2
Logarithm,Plot (graphics),1,2
Dynamic range,Bar (unit),1,2
Dynamic range,Logarithmic scale,1,2
Scalar (mathematics),Embedding,1,2
Field (mathematics),Embedding,1,2
Field (mathematics),Segmentation,1,2
Word (group theory),Overlay,1,2
Mode (computer interface),Grid,1,2
Mode (computer interface),Metadata,1,2
Mode (computer interface),Pace,1,2
Mode (computer interface),Recall,1,2
Mode (computer interface),Task (project management),1,2
Overlay,Space (punctuation),1,2
Readability,Overlay,1,2
Word (group theory),Readability,1,2
Embedding,Domain (mathematical analysis),1,2
Scale (ratio),Overlay,1,2
Scale (ratio),Readability,1,2
Graphics,Space (punctuation),1,2
Graphics,Overlay,1,2
Graphics,Word (group theory),1,2
Embedding,Segmentation,1,2
Embedding,Scalar field,1,2
Dynamic range,Plot (graphics),1,2
Dynamic range,Logarithm,1,2
Scale (ratio),Bar (unit),1,2
Limit (mathematics),Range (aeronautics),1,2
Limit (mathematics),Logarithmic scale,1,2
Limit (mathematics),Plot (graphics),1,2
Limit (mathematics),Logarithm,1,2
Limit (mathematics),Dynamic range,1,2
Limit (mathematics),Scale (ratio),1,2
Limit (mathematics),Magnitude (astronomy),1,2
Limit (mathematics),Depiction,1,2
Pattern recognition (psychology),Star (game theory),1,2
Range (aeronautics),Depiction,1,2
Surface (topology),Diagram,1,2
Slicing,Diagram,1,2
Slicing,Surface (topology),1,2
Crowding,Perception,1,2
Predictability,Perception,1,2
Predictability,Crowding,1,2
Tracking (education),Perception,1,2
Limit (mathematics),Bar (unit),1,2
Range (aeronautics),Magnitude (astronomy),1,2
Scale (ratio),Logarithmic scale,1,2
Magnitude (astronomy),Scale (ratio),1,2
Scale (ratio),Plot (graphics),1,2
Scale (ratio),Dynamic range,1,2
Magnitude (astronomy),Bar (unit),1,2
Magnitude (astronomy),Logarithmic scale,1,2
Magnitude (astronomy),Plot (graphics),1,2
Magnitude (astronomy),Logarithm,1,2
Magnitude (astronomy),Dynamic range,1,2
Depiction,Bar (unit),1,2
Range (aeronautics),Dynamic range,1,2
Depiction,Logarithmic scale,1,2
Depiction,Plot (graphics),1,2
Depiction,Logarithm,1,2
Depiction,Dynamic range,1,2
Depiction,Magnitude (astronomy),1,2
Range (aeronautics),Bar (unit),1,2
Range (aeronautics),Logarithmic scale,1,2
Task (project management),Pace,1,2
Recall,Metadata,1,2
Tracking (education),Predictability,1,2
Recall,Grid,1,2
Exploratory analysis,Exploratory research,1,2
Process (computing),Motion (physics),1,2
Process (computing),Motion analysis,1,2
Service (business),Event (particle physics),1,2
Box plot,Plot (graphics),1,2
Point of interest,Bar chart,1,2
Point of interest,Plot (graphics),1,2
Point of interest,Rendering (computer graphics),1,2
Point of interest,Box plot,1,2
Chart,Point of interest,1,2
Scatter plot,Rendering (computer graphics),1,2
Scatter plot,Point of interest,1,2
Cluster analysis,Bar chart,1,2
Cluster analysis,Box plot,1,2
Cluster analysis,Point of interest,1,2
Cluster analysis,Chart,1,2
Reachability,Precondition,1,2
Exploratory analysis,Latency (audio),1,2
Exploratory research,Latency (audio),1,2
Visualization,Gantt chart,1,2
Box plot,Set (abstract data type),1,2
Nonparametric statistics,Generalization,1,2
Set (abstract data type),Curve fitting,1,2
Set (abstract data type),Nonparametric statistics,1,2
Rendering (computer graphics),Curve fitting,1,2
Box plot,Curve fitting,1,2
Box plot,Generalization,1,2
Box plot,Nonparametric statistics,1,2
Schedule,Scheduling (production processes),1,2
Gantt chart,Chart,1,2
Scalability,Scheduling (production processes),1,2
Scalability,Schedule,1,2
Chart,Scheduling (production processes),1,2
Chart,Schedule,1,2
Chart,Scalability,1,2
Gantt chart,Scheduling (production processes),1,2
Gantt chart,Schedule,1,2
Maxima and minima,Precondition,1,2
Maxima and minima,Reachability,1,2
Pareto principle,Precondition,1,2
Population,Scalability,1,2
Bottleneck,Discriminative model,1,2
Bottleneck,Support vector machine,1,2
Scalability,Discriminative model,1,2
Scalability,Support vector machine,1,2
Population,Discriminative model,1,2
Population,Support vector machine,1,2
Population,Bottleneck,1,2
Visualization,Point (geometry),1,2
Support vector machine,Discriminative model,1,2
Suite,Graph,1,2
Presentation (obstetrics),Multivariate analysis,1,2
Presentation (obstetrics),Multivariate statistics,1,2
Focus (optics),Multivariate statistics,1,2
Focus (optics),Presentation (obstetrics),1,2
Pace,Grid,1,2
Pace,Metadata,1,2
Support vector machine,Set (abstract data type),1,2
Set (abstract data type),Discriminative model,1,2
Pareto principle,Reachability,1,2
Graph theory,Maxima and minima,1,2
Pareto principle,Maxima and minima,1,2
Graph,Precondition,1,2
Graph,Reachability,1,2
Graph,Maxima and minima,1,2
Graph,Pareto principle,1,2
Graph theory,Precondition,1,2
Graph theory,Reachability,1,2
Graph theory,Pareto principle,1,2
Multivariate statistics,Graph theory,1,2
Visualization,Precondition,1,2
Visualization,Reachability,1,2
Visualization,Pareto principle,1,2
Multivariate statistics,Precondition,1,2
Multivariate statistics,Reachability,1,2
Multivariate statistics,Maxima and minima,1,2
Multivariate statistics,Pareto principle,1,2
Tracking (education),Crowding,1,2
Animation,Crowding,1,2
Generalization,Curve fitting,1,2
Key (lock),Boundary (topology),1,2
Visualization,Frame (networking),1,2
Process (computing),Frame (networking),1,2
Sparse approximation,Probability density function,1,2
Rendering (computer graphics),Probability density function,1,2
Rendering (computer graphics),Sparse approximation,1,2
Computation,Sparse approximation,1,2
Image resolution,Probability density function,1,2
Image resolution,Sparse approximation,1,2
Voxel,Probability density function,1,2
Narrative,Serendipity,1,2
Process (computing),Serendipity,1,2
Leverage (statistics),Python (programming language),1,2
Supercomputer,Python (programming language),1,2
Supercomputer,Leverage (statistics),1,2
Set (abstract data type),Parameter space,1,2
Ranking (information retrieval),Bar (unit),1,2
Ranking (information retrieval),Chart,1,2
Bridge (graph theory),Engineering design process,1,2
Bridge (graph theory),Abstraction,1,2
Engineering design process,Abstraction,1,2
Shadow (psychology),Computation,1,2
Scalability,Boundary (topology),1,2
Curse of dimensionality,Boundary (topology),1,2
Scalar (mathematics),Boundary (topology),1,2
Scalar (mathematics),Key (lock),1,2
Scalar (mathematics),Curse of dimensionality,1,2
Computation,Shadow mapping,1,2
Visualization,Shadow mapping,1,2
Shadow (psychology),Visualization,1,2
Scalar (mathematics),Leverage (statistics),1,2
Point (geometry),Shadow mapping,1,2
Point (geometry),Shadow (psychology),1,2
Invariant (physics),Segmentation,1,2
Invariant (physics),Cluster analysis,1,2
Leverage (statistics),Segmentation,1,2
Leverage (statistics),Scalar field,1,2
Leverage (statistics),Pattern recognition (psychology),1,2
Pie chart,Perception,1,2
Frame rate,Heuristics,1,2
Rendering (computer graphics),Heuristics,1,2
Set (abstract data type),Error bar,1,2
Visualization,Big data,1,2
Scale (ratio),Big data,1,2
Scalability,Big data,1,2
Scalability,Scale (ratio),1,2
Error bar,Bar chart,1,2
Mean squared error,Bar chart,1,2
Mean squared error,Error bar,1,2
Set (abstract data type),Mean squared error,1,2
Flexibility (engineering),Domain-specific language,1,2
Inference,Bar chart,1,2
Inference,Error bar,1,2
Inference,Mean squared error,1,2
Standard error,Bar chart,1,2
Standard error,Error bar,1,2
Standard error,Mean squared error,1,2
Standard error,Set (abstract data type),1,2
Flexibility (engineering),Python (programming language),1,2
Flexibility (engineering),User interface,1,2
Frame (networking),Heuristics,1,2
Domain-specific language,User interface,1,2
Implementation,Graphical user interface,1,2
Extensibility,Implementation,1,2
Extensibility,Domain (mathematical analysis),1,2
User interface,Extensibility,1,2
Domain-specific language,Graphical user interface,1,2
Domain-specific language,Implementation,1,2
Domain-specific language,Extensibility,1,2
Python (programming language),Graphical user interface,1,2
Flexibility (engineering),Extensibility,1,2
Python (programming language),Implementation,1,2
Python (programming language),Domain (mathematical analysis),1,2
Python (programming language),Extensibility,1,2
Python (programming language),User interface,1,2
Python (programming language),Domain-specific language,1,2
Flexibility (engineering),Graphical user interface,1,2
Flexibility (engineering),Implementation,1,2
Key (lock),Pattern recognition (psychology),1,2
Flicker,Luminance,1,2
Animation,Predictability,1,2
Flicker,Focus (optics),1,2
Trajectory,Rendering (computer graphics),1,2
Tracing,Equidistant,1,2
Tracing,Trajectory,1,2
Bandwidth (computing),Bottleneck,1,2
Bandwidth (computing),Scalability,1,2
Overhead (engineering),Bandwidth (computing),1,2
Supercomputer,Bottleneck,1,2
Supercomputer,Overhead (engineering),1,2
Topic model,Flow (mathematics),1,2
Topic model,Feature (linguistics),1,2
Field (mathematics),Topic model,1,2
Feature extraction,Probabilistic logic,1,2
Feature extraction,Topic model,1,2
Attractor,Massless particle,1,2
Vector field,Attractor,1,2
Particle (ecology),Massless particle,1,2
Particle (ecology),Attractor,1,2
Trajectory,Equidistant,1,2
Trajectory,Node (physics),1,2
Visualization,Equidistant,1,2
Feature (linguistics),Joint (building),1,2
Animation,Tracking (education),1,2
Visualization,Crowding,1,2
Visualization,Predictability,1,2
Object (grammar),Crowding,1,2
Object (grammar),Predictability,1,2
Object (grammar),Tracking (education),1,2
Tracking (education),Joint (building),1,2
Domain (mathematical analysis),Joint (building),1,2
Rendering (computer graphics),Equidistant,1,2
Volume (thermodynamics),Joint (building),1,2
Trajectory,Joint (building),1,2
Group (periodic table),Node (physics),1,2
Group (periodic table),Graph,1,2
Group (periodic table),Link (geometry),1,2
Equidistant,Node (physics),1,2
Rendering (computer graphics),Node (physics),1,2
Particle (ecology),Vector field,1,2
Inertial frame of reference,Attractor,1,2
Inertial frame of reference,Particle (ecology),1,2
Characterization (materials science),Molecular biophysics,1,2
Molecule,Convergence (economics),1,2
Biomolecule,Convergence (economics),1,2
Surface (topology),Molecule,1,2
Surface (topology),Biomolecule,1,2
Characterization (materials science),Molecular dynamics,1,2
Characterization (materials science),Molecule,1,2
Characterization (materials science),Biomolecule,1,2
Covalent bond,Molecular dynamics,1,2
Workflow,Generalization,1,2
Covalent bond,Molecule,1,2
Covalent bond,Biomolecule,1,2
Covalent bond,Molecular biophysics,1,2
Covalent bond,Characterization (materials science),1,2
Segmentation,Usability,1,2
Luminance,Focus (optics),1,2
Flicker,Context (archaeology),1,2
Workflow,Polygon mesh,1,2
Polygon mesh,Generalization,1,2
Vortex,Massless particle,1,2
Fidelity,Spherical harmonics,1,2
Vortex,Attractor,1,2
Pattern recognition (psychology),Curvilinear coordinates,1,2
Euclidean vector,Pattern recognition (psychology),1,2
Discretization,Curvilinear coordinates,1,2
Discretization,Pattern recognition (psychology),1,2
Discretization,Euclidean vector,1,2
Scalar (mathematics),Discretization,1,2
Pattern recognition (psychology),Spherical harmonics,1,2
Process (computing),Generalization,1,2
Pattern recognition (psychology),Fidelity,1,2
Visualization,Spherical harmonics,1,2
