Year,DOI,Title,Number of Authors,Author Position,Author Name,Author ID,Author Affiliation,One Affiliation
2019,10.1109/TVCG.2019.2934796,Improving the Robustness of Scagnostics,7.0,1.0,Yunhai Wang,https://ieeexplore.ieee.org/author/37085804605,Shandong University,True
2019,10.1109/TVCG.2019.2934796,Improving the Robustness of Scagnostics,7.0,2.0,Zeyu Wang,https://ieeexplore.ieee.org/author/37086496886,Shandong University,False
2019,10.1109/TVCG.2019.2934796,Improving the Robustness of Scagnostics,7.0,3.0,Tingting Liu,https://ieeexplore.ieee.org/author/37087102776,Shandong University,True
2019,10.1109/TVCG.2019.2934796,Improving the Robustness of Scagnostics,7.0,4.0,Michael Correll,https://ieeexplore.ieee.org/author/38230607000,Tableau Research,True
2019,10.1109/TVCG.2019.2934796,Improving the Robustness of Scagnostics,7.0,5.0,Zhanglin Cheng,https://ieeexplore.ieee.org/author/37086496223,"Shenzhen VisuCA Key Lab, SIAT, China",True
2019,10.1109/TVCG.2019.2934796,Improving the Robustness of Scagnostics,7.0,6.0,Oliver Deussen,https://ieeexplore.ieee.org/author/37266781000,"Konstanz University, Germany",False
2019,10.1109/TVCG.2019.2934796,Improving the Robustness of Scagnostics,7.0,7.0,Michael Sedlmair,https://ieeexplore.ieee.org/author/37590945600,"VISUS, University of Stuttgart, Germany",True
2019,10.1109/TVCG.2019.2934805,Interactive Structure-aware Blending of Diverse Edge Bundling Visualizations,7.0,1.0,Yunhai Wang,https://ieeexplore.ieee.org/author/37085804605,Shandong University,True
2019,10.1109/TVCG.2019.2934805,Interactive Structure-aware Blending of Diverse Edge Bundling Visualizations,7.0,2.0,Mingliang Xue,https://ieeexplore.ieee.org/author/37087103665,Shandong University,True
2019,10.1109/TVCG.2019.2934805,Interactive Structure-aware Blending of Diverse Edge Bundling Visualizations,7.0,3.0,Yanyan Wang,https://ieeexplore.ieee.org/author/37086261704,Shandong University,True
2019,10.1109/TVCG.2019.2934805,Interactive Structure-aware Blending of Diverse Edge Bundling Visualizations,7.0,4.0,Xinyuan Yan,https://ieeexplore.ieee.org/author/37087107228,Shandong University,True
2019,10.1109/TVCG.2019.2934805,Interactive Structure-aware Blending of Diverse Edge Bundling Visualizations,7.0,5.0,Baoquan Chen,https://ieeexplore.ieee.org/author/37600013700,Peking University,True
2019,10.1109/TVCG.2019.2934805,Interactive Structure-aware Blending of Diverse Edge Bundling Visualizations,7.0,6.0,Chi-Wing Fu,https://ieeexplore.ieee.org/author/37336329800,Chinese University of Hong Kong,False
2019,10.1109/TVCG.2019.2934805,Interactive Structure-aware Blending of Diverse Edge Bundling Visualizations,7.0,7.0,Christophe Hurter,https://ieeexplore.ieee.org/author/38017336200,"ENAC, France",True
2019,10.1109/TVCG.2019.2934801,Measures of the Benefit of Direct Encoding of Data Deltas for Data Pair Relation Perception,2.0,1.0,Christine Nothelfer,https://ieeexplore.ieee.org/author/37077943600,Northwestern University,True
2019,10.1109/TVCG.2019.2934801,Measures of the Benefit of Direct Encoding of Data Deltas for Data Pair Relation Perception,2.0,2.0,Steven Franconeri,https://ieeexplore.ieee.org/author/37077249100,Northwestern University,True
2019,10.1109/TVCG.2019.2934557,OntoPlot: A Novel Visualisation for Non-hierarchical Associations in Large Ontologies,5.0,1.0,Ying Yang,https://ieeexplore.ieee.org/author/37087100295,"Monash University, Australia",True
2019,10.1109/TVCG.2019.2934557,OntoPlot: A Novel Visualisation for Non-hierarchical Associations in Large Ontologies,5.0,2.0,Michael Wybrow,https://ieeexplore.ieee.org/author/37867777700,"Monash University, Australia",True
2019,10.1109/TVCG.2019.2934557,OntoPlot: A Novel Visualisation for Non-hierarchical Associations in Large Ontologies,5.0,3.0,Yuan-Fang Li,https://ieeexplore.ieee.org/author/37086053235,"Monash University, Australia",True
2019,10.1109/TVCG.2019.2934557,OntoPlot: A Novel Visualisation for Non-hierarchical Associations in Large Ontologies,5.0,4.0,Tobias Czauderna,https://ieeexplore.ieee.org/author/37085649844,"Monash University, Australia",True
2019,10.1109/TVCG.2019.2934557,OntoPlot: A Novel Visualisation for Non-hierarchical Associations in Large Ontologies,5.0,5.0,Yongqun He,https://ieeexplore.ieee.org/author/37086604784,"University of Michigan, Medical School, USA",True
2019,10.1109/TVCG.2019.2934537,P5: Portable Progressive Parallel Processing Pipelines for Interactive Data Analysis and Visualization,2.0,1.0,Jianping Kelvin Li,https://ieeexplore.ieee.org/author/37085994008,"University of California, Davis",True
2019,10.1109/TVCG.2019.2934537,P5: Portable Progressive Parallel Processing Pipelines for Interactive Data Analysis and Visualization,2.0,2.0,Kwan-Liu Ma,https://ieeexplore.ieee.org/author/37275869400,"University of California, Davis",True
2019,10.1109/TVCG.2019.2934555,Pattern-Driven Navigation in 2D Multiscale Visualizations with Scalable Insets,6.0,1.0,Fritz Lekschas,https://ieeexplore.ieee.org/author/37086215204,"School of Engineering and Applied Sciences, Harvard University, Cambridge, USA",True
2019,10.1109/TVCG.2019.2934555,Pattern-Driven Navigation in 2D Multiscale Visualizations with Scalable Insets,6.0,2.0,Michael Behrisch,https://ieeexplore.ieee.org/author/38551542600,"School of Engineering and Applied Sciences, Harvard University, Cambridge, USA",True
2019,10.1109/TVCG.2019.2934555,Pattern-Driven Navigation in 2D Multiscale Visualizations with Scalable Insets,6.0,3.0,Benjamin Bach,https://ieeexplore.ieee.org/author/37085687578,"University of Edinburgh, Edinburgh, UK",True
2019,10.1109/TVCG.2019.2934555,Pattern-Driven Navigation in 2D Multiscale Visualizations with Scalable Insets,6.0,4.0,Peter Kerpedjiev,https://ieeexplore.ieee.org/author/37086224967,"Harvard Medical School, Boston, USA",True
2019,10.1109/TVCG.2019.2934555,Pattern-Driven Navigation in 2D Multiscale Visualizations with Scalable Insets,6.0,5.0,Nils Gehlenborg,https://ieeexplore.ieee.org/author/37972937500,"Harvard Medical School, Boston, USA",True
2019,10.1109/TVCG.2019.2934555,Pattern-Driven Navigation in 2D Multiscale Visualizations with Scalable Insets,6.0,6.0,Hanspeter Pfister,https://ieeexplore.ieee.org/author/37275698100,"School of Engineering and Applied Sciences, Harvard University, Cambridge, USA",True
2019,10.1109/TVCG.2019.2934802,Persistent Homology Guided Force-Directed Graph Layouts,5.0,1.0,Ashley Suh,https://ieeexplore.ieee.org/author/37087099716,"University of South Florida, Tufts University",True
2019,10.1109/TVCG.2019.2934802,Persistent Homology Guided Force-Directed Graph Layouts,5.0,2.0,Mustafa Hajij,https://ieeexplore.ieee.org/author/37086387683,Ohio State University,True
2019,10.1109/TVCG.2019.2934802,Persistent Homology Guided Force-Directed Graph Layouts,5.0,3.0,Bei Wang,https://ieeexplore.ieee.org/author/38025846900,University of Utah,True
2019,10.1109/TVCG.2019.2934802,Persistent Homology Guided Force-Directed Graph Layouts,5.0,4.0,Carlos Scheidegger,https://ieeexplore.ieee.org/author/37550809300,University of Arizona,True
2019,10.1109/TVCG.2019.2934802,Persistent Homology Guided Force-Directed Graph Layouts,5.0,5.0,Paul Rosen,https://ieeexplore.ieee.org/author/37398611400,University of South Florida,True
2019,10.1109/TVCG.2019.2934800,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,8.0,1.0,Honghui Mei,https://ieeexplore.ieee.org/author/37085541429,"The State Key Lab of CAD & CG, Zhejiang University",True
2019,10.1109/TVCG.2019.2934800,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,8.0,2.0,Wei Chen,https://ieeexplore.ieee.org/author/37291847800,"The State Key Lab of CAD & CG, Zhejiang University",True
2019,10.1109/TVCG.2019.2934800,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,8.0,3.0,Yating Wei,https://ieeexplore.ieee.org/author/37087100051,"The State Key Lab of CAD & CG, Zhejiang University",True
2019,10.1109/TVCG.2019.2934800,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,8.0,4.0,Yuanzhe Hu,https://ieeexplore.ieee.org/author/37087100719,"The State Key Lab of CAD & CG, Zhejiang University",True
2019,10.1109/TVCG.2019.2934800,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,8.0,5.0,Shuyue Zhou,https://ieeexplore.ieee.org/author/37087102451,"School of Computer Science and Engineering, Central South University",True
2019,10.1109/TVCG.2019.2934800,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,8.0,6.0,Bingru Lin,https://ieeexplore.ieee.org/author/37087099848,"The State Key Lab of CAD & CG, Zhejiang University",True
2019,10.1109/TVCG.2019.2934800,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,8.0,7.0,Ying Zhao,https://ieeexplore.ieee.org/author/37085336513,"School of Computer Science and Engineering, Central South University",True
2019,10.1109/TVCG.2019.2934800,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,8.0,8.0,Jiazhi Xia,https://ieeexplore.ieee.org/author/37531405500,"School of Computer Science and Engineering, Central South University",True
2019,10.1109/TVCG.2019.2934431,Searching the Visual Style and Structure of D3 Visualizations,2.0,1.0,Enamul Hoque,https://ieeexplore.ieee.org/author/37396283400,York University,True
2019,10.1109/TVCG.2019.2934431,Searching the Visual Style and Structure of D3 Visualizations,2.0,2.0,Maneesh Agrawala,https://ieeexplore.ieee.org/author/37282718200,Stanford University,True
2019,10.1109/TVCG.2019.2934540,Separating the Wheat from the Chaff: Comparative Visual Cues for Transparent Diagnostics of Competing Models,4.0,1.0,Aritra Dasgupta,https://ieeexplore.ieee.org/author/37593202500,New Jersey Institute of Technology,True
2019,10.1109/TVCG.2019.2934540,Separating the Wheat from the Chaff: Comparative Visual Cues for Transparent Diagnostics of Competing Models,4.0,2.0,Hong Wang,https://ieeexplore.ieee.org/author/37085731911,"Arizona State University, Inc.",True
2019,10.1109/TVCG.2019.2934540,Separating the Wheat from the Chaff: Comparative Visual Cues for Transparent Diagnostics of Competing Models,4.0,3.0,Nancy O'Brien,https://ieeexplore.ieee.org/author/37087100947,Pacific Northwest National Laboratory,True
2019,10.1109/TVCG.2019.2934540,Separating the Wheat from the Chaff: Comparative Visual Cues for Transparent Diagnostics of Competing Models,4.0,4.0,Susannah Burrows,https://ieeexplore.ieee.org/author/37087099499,Pacific Northwest National Laboratory,True
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,1.0,Yunhai Wang,https://ieeexplore.ieee.org/author/37085804605,Shandong University,True
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,2.0,Xiaowei Chu,https://ieeexplore.ieee.org/author/37086242208,Shandong University,True
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,3.0,Kaiyi Zhang,https://ieeexplore.ieee.org/author/37088730510,Shandong University,True
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,4.0,Chen Bao,https://ieeexplore.ieee.org/author/37086245856,Shandong University,True
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,5.0,Xiaotong Li,https://ieeexplore.ieee.org/author/37086428953,Shandong University,True
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,6.0,Jian Zhang,https://ieeexplore.ieee.org/author/38026660700,"CNIC, CAS",True
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,7.0,Chi-Wing Fu,https://ieeexplore.ieee.org/author/37336329800,Chinese University of Hong Kong,True
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,8.0,Christophe Hurter,https://ieeexplore.ieee.org/author/38017336200,"ENAC, France",True
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,9.0,Oliver Deussen,https://ieeexplore.ieee.org/author/37266781000,"Konstanz University, Germany",False
2019,10.1109/TVCG.2019.2934783,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,10.0,10.0,Bongshin Lee,https://ieeexplore.ieee.org/author/37293389400,Microsoft Research,True
2019,10.1109/TVCG.2019.2934434,SmartCube: An Adaptive Data Management Architecture for the Real-Time Visualization of Spatiotemporal Datasets,4.0,1.0,Can Liu,https://ieeexplore.ieee.org/author/37086931722,"Key Laboratory of Machine Perception (Ministry of Education), School of EECS, Peking University",True
2019,10.1109/TVCG.2019.2934434,SmartCube: An Adaptive Data Management Architecture for the Real-Time Visualization of Spatiotemporal Datasets,4.0,2.0,Cong Wu,https://ieeexplore.ieee.org/author/37087101857,"Key Laboratory of Machine Perception (Ministry of Education), School of EECS, Peking University",True
2019,10.1109/TVCG.2019.2934434,SmartCube: An Adaptive Data Management Architecture for the Real-Time Visualization of Spatiotemporal Datasets,4.0,3.0,Hanning Shao,https://ieeexplore.ieee.org/author/37087101551,"Key Laboratory of Machine Perception (Ministry of Education), School of EECS, Peking University",True
2019,10.1109/TVCG.2019.2934434,SmartCube: An Adaptive Data Management Architecture for the Real-Time Visualization of Spatiotemporal Datasets,4.0,4.0,Xiaoru Yuan,https://ieeexplore.ieee.org/author/37403856700,"Key Laboratory of Machine Perception (Ministry of Education), School of EECS, Peking University",False
2019,10.1109/TVCG.2019.2934785,Text-to-Viz: Automatic Generation of Infographics from Proportion-Related Natural Language Statements,9.0,1.0,Weiwei Cui,https://ieeexplore.ieee.org/author/37391623900,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934785,Text-to-Viz: Automatic Generation of Infographics from Proportion-Related Natural Language Statements,9.0,2.0,Xiaoyu Zhang,https://ieeexplore.ieee.org/author/37087100242,"ViDi Research Group, University of California, Davis",True
2019,10.1109/TVCG.2019.2934785,Text-to-Viz: Automatic Generation of Infographics from Proportion-Related Natural Language Statements,9.0,3.0,Yun Wang,https://ieeexplore.ieee.org/author/37086545328,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934785,Text-to-Viz: Automatic Generation of Infographics from Proportion-Related Natural Language Statements,9.0,4.0,He Huang,https://ieeexplore.ieee.org/author/37087101935,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934785,Text-to-Viz: Automatic Generation of Infographics from Proportion-Related Natural Language Statements,9.0,5.0,Bei Chen,https://ieeexplore.ieee.org/author/37087100316,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934785,Text-to-Viz: Automatic Generation of Infographics from Proportion-Related Natural Language Statements,9.0,6.0,Lei Fang,https://ieeexplore.ieee.org/author/37087101741,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934785,Text-to-Viz: Automatic Generation of Infographics from Proportion-Related Natural Language Statements,9.0,7.0,Haidong Zhang,https://ieeexplore.ieee.org/author/37073639100,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934785,Text-to-Viz: Automatic Generation of Infographics from Proportion-Related Natural Language Statements,9.0,8.0,Jian-Guan Lou,https://ieeexplore.ieee.org/author/37288645000,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934785,Text-to-Viz: Automatic Generation of Infographics from Proportion-Related Natural Language Statements,9.0,9.0,Dongmei Zhang,https://ieeexplore.ieee.org/author/37963085000,Microsoft Research Asia,True
2019,10.1109/TVCG.2019.2934395,The Impact of Immersion on Cluster Identification Tasks,6.0,1.0,M. Kraus,https://ieeexplore.ieee.org/author/37086236869,"University of Konstanz, Germany",True
2019,10.1109/TVCG.2019.2934395,The Impact of Immersion on Cluster Identification Tasks,6.0,2.0,N. Weiler,https://ieeexplore.ieee.org/author/37087101847,"University of Konstanz, Germany",True
