Year,DOI,IEEE Title,Title on Google Scholar,Citation Link,Citation Counts on Google Scholar
2017,10.1109/TVCG.2017.2745180,Beyond Tasks: An Activity Typology for Visual Analytics,Beyond tasks: An activity typology for visual analytics,"https://scholar.google.com/scholar?cites=16006363870227963634&as_sdt=5,50&sciodt=0,50&hl=en",9
2017,10.1109/VAST.2017.8585505,Interactive Visual Alignment of Medieval Text Versions,Interactive visual alignment of medieval text versions,"https://scholar.google.com/scholar?cites=10889806812542123780&as_sdt=5,50&sciodt=0,50&hl=en",20
2017,10.1109/VAST.2017.8585594,Visualizing Real-Time Strategy Games: The Example of StarCraft II,Visualizing real-time strategy games: The example of starcraft ii,"https://scholar.google.com/scholar?cites=13130032621695248475&as_sdt=5,50&sciodt=0,50&hl=en",15
2017,10.1109/VAST.2017.8585613,Pattern Trails: Visual Analysis of Pattern Transitions in Subspaces,Pattern trails: visual analysis of pattern transitions in subspaces,"https://scholar.google.com/scholar?cites=13521805921404351601&as_sdt=5,50&sciodt=0,50&hl=en",11
2018,10.1109/TVCG.2018.2864907,Looks Good To Me: Visualizations As Sanity Checks,Looks good to me: Visualizations as sanity checks,"https://scholar.google.com/scholar?cites=6803996272091495790&as_sdt=5,50&sciodt=0,50&hl=en",43
2018,10.1109/TVCG.2018.2864911,Structure-aware Fisheye Views for Efficient Large Graph Exploration,Structure-aware fisheye views for efficient large graph exploration,"https://scholar.google.com/scholar?cites=3079772107389840301&as_sdt=5,50&sciodt=0,50&hl=en",14
2018,10.1109/TVCG.2018.2865119,Elastic Documents: Coupling Text and Tables through Contextual Visualizations for Enhanced Document Reading,Elastic documents: Coupling text and tables through contextual visualizations for enhanced document reading,"https://scholar.google.com/scholar?cites=4103550945788606407&as_sdt=5,50&sciodt=0,50&hl=en",26
2018,10.1109/TVCG.2018.2865126,SRVis: Towards Better Spatial Integration in Ranking Visualization,Srvis: Towards better spatial integration in ranking visualization,"https://scholar.google.com/scholar?cites=10756090558277960382&as_sdt=5,50&sciodt=0,50&hl=en",28
2018,10.1109/TVCG.2018.2865138,Evaluating ‘Graphical Perception’ with CNNs,Evaluating 'graphical perception'with CNNs,"https://scholar.google.com/scholar?cites=17509128027837967782&as_sdt=5,50&sciodt=0,50&hl=en",37
2018,10.1109/TVCG.2018.2865146,A Heuristic Approach to Value-Driven Evaluation of Visualizations,A heuristic approach to value-driven evaluation of visualizations,"https://scholar.google.com/scholar?cites=16601620389173637516&as_sdt=5,50&sciodt=0,50&hl=en",48
2018,10.1109/TVCG.2018.2865159,Dynamic Composite Data Physicalization Using Wheeled Micro-Robots,Dynamic composite data physicalization using wheeled micro-robots,"https://scholar.google.com/scholar?cites=500607266893539584&as_sdt=5,50&sciodt=0,50&hl=en",36
2018,10.1109/TVCG.2018.2865237,Information Olfactation: Harnessing Scent to Convey Data,Information olfactation: Harnessing scent to convey data,"https://scholar.google.com/scholar?cites=17546675264122076470&as_sdt=5,50&sciodt=0,50&hl=en",37
2018,10.1109/TVCG.2018.2864505,Probabilistic Asymptotic Decider for Topological Ambiguity Resolution in Level-Set Extraction for Uncertain 2D Data,Probabilistic asymptotic decider for topological ambiguity resolution in level-set extraction for uncertain 2D data,"https://scholar.google.com/scholar?cites=6943747160662105175&as_sdt=5,50&sciodt=0,50&hl=en",10
2018,10.1109/TVCG.2018.2864508,Gaia Sky: Navigating the Gaia Catalog,Gaia sky: Navigating the gaia catalog,"https://scholar.google.com/scholar?cites=17256569840436109195&as_sdt=5,50&sciodt=0,50&hl=en",13
2018,10.1109/TVCG.2018.2864510,Dynamic Volume Lines: Visual Comparison of 3D Volumes through Space-filling Curves,Dynamic volume lines: Visual comparison of 3D volumes through space-filling curves,"https://scholar.google.com/scholar?cites=2099729848018858618&as_sdt=5,50&sciodt=0,50&hl=en",26
2018,10.1109/TVCG.2018.2864690,Interactive obstruction-free lensing for volumetric data visualization,Interactive obstruction-free lensing for volumetric data visualization,"https://scholar.google.com/scholar?cites=17942876597666238819&as_sdt=5,50&sciodt=0,50&hl=en",8
2018,10.1109/TVCG.2018.2864813,Recirculation Surfaces for Flow Visualization,Recirculation surfaces for flow visualization,"https://scholar.google.com/scholar?cites=5551340050747170045&as_sdt=5,50&sciodt=0,50&hl=en",15
2018,10.1109/TVCG.2018.2864815,An Interactive Framework for Visualization of Weather Forecast Ensembles,An interactive framework for visualization of weather forecast ensembles,"https://scholar.google.com/scholar?cites=11213722817300868755&as_sdt=5,50&sciodt=0,50&hl=en",12
2018,10.1109/TVCG.2018.2864846,Tensor Field Visualization using Fiber Surfaces of Invariant Space,Tensor field visualization using fiber surfaces of invariant space,"https://scholar.google.com/scholar?cites=2710768623928540169&as_sdt=5,50&sciodt=0,50&hl=en",16
2018,10.1109/TVCG.2018.2864852,Visualization of Neuronal Structures in Wide-Field Microscopy Brain Images,Visualization of neuronal structures in wide-field microscopy brain images,"https://scholar.google.com/scholar?cites=13356416832307860954&as_sdt=5,50&sciodt=0,50&hl=en",12
2018,10.1109/TVCG.2018.2864498,Deadeye: A Novel Preattentive Visualization Technique Based on Dichoptic Presentation,Deadeye: A novel preattentive visualization technique based on dichoptic presentation,"https://scholar.google.com/scholar?cites=12676890390082277035&as_sdt=5,50&sciodt=0,50&hl=en",10
2018,10.1109/TVCG.2018.2864887,InkPlanner: Supporting Prewriting via Intelligent Visual Diagramming,Inkplanner: Supporting prewriting via intelligent visual diagramming,"https://scholar.google.com/scholar?cites=3766886853787271259&as_sdt=5,50&sciodt=0,50&hl=en",8
2018,10.1109/TVCG.2018.2865024,KnowledgePearls: Provenance-Based Visualization Retrieval,KnowledgePearls: Provenance-Based Visualization Retrieval,"https://scholar.google.com/scholar?cites=8912377726473282621&as_sdt=5,50&sciodt=0,50&hl=en",22
2018,10.1109/TVCG.2018.2865025,An Information-Theoretic Approach to the Cost-benefit Analysis of Visualization in Virtual Environments,An information-theoretic approach to the cost-benefit analysis of visualization in virtual environments,"https://scholar.google.com/scholar?cites=9822528153231121792&as_sdt=5,50&sciodt=0,50&hl=en",18
2018,10.1109/TVCG.2018.2865043,RegressionExplorer: Interactive Exploration of Logistic Regression Models with Subgroup Analysis,RegressionExplorer: Interactive exploration of logistic regression models with subgroup analysis,"https://scholar.google.com/scholar?cites=11384792689749010019&as_sdt=5,50&sciodt=0,50&hl=en",40
2019,10.1109/TVCG.2019.2934534,Investigating Direct Manipulation of Graphical Encodings as a Method for User Interaction,Investigating direct manipulation of graphical encodings as a method for user interaction,"https://scholar.google.com/scholar?cites=17688851007675096584&as_sdt=5,50&sciodt=0,50&hl=en",11
2019,10.1109/TVCG.2019.2934614,Interactive Learning for Identifying Relevant Tweets to Support Real-time Situational Awareness,Interactive learning for identifying relevant tweets to support real-time situational awareness,"https://scholar.google.com/scholar?cites=6455788865757610087&as_sdt=5,50&sciodt=0,50&hl=en",29
2019,10.1109/TVCG.2019.2934666,You can't always sketch what you want: Understanding Sensemaking in Visual Query Systems,You can't always sketch what you want: Understanding Sensemaking in Visual Query Systems,"https://scholar.google.com/scholar?cites=7063197650394408166&as_sdt=5,50&sciodt=0,50&hl=en",20
1990,10.1109/VISUAL.1990.146417,Real-world applications of visualization solutions,Real-world applications of visualization solutions,"https://scholar.google.com/scholar?cites=4736829899975177219&as_sdt=5,50&sciodt=0,50&hl=en",3
1991,10.1109/VISUAL.1991.175781,Visualization of equations in an interactive environment,Visualization of equations in an interactive environment,"https://scholar.google.com/scholar?cites=8027204795212573163&as_sdt=5,50&sciodt=0,50&hl=en",1
1991,10.1109/VISUAL.1991.175785,Computer assisted sphere packing in higher dimensions,Computer assisted sphere packing in higher dimensions,"https://scholar.google.com/scholar?q=related:9cQAHn1Tj8QJ:scholar.google.com/&scioq=Computer+assisted+sphere+packing+in+higher+dimensions&hl=en&as_sdt=0,50",0
1991,10.1109/VISUAL.1991.175797,The visual comparison of three sequences,[PDF] The visual comparison of three sequences,"https://scholar.google.com/scholar?cites=16574967869211661665&as_sdt=5,50&sciodt=0,50&hl=en",6
1991,10.1109/VISUAL.1991.175799,Enhanced visualization of multi-dimensional structures. Applications in positron emission tomography and climate data,Enhanced visualization of multi-dimensional structures. Applications in positron emission tomography and climate data,"https://scholar.google.com/scholar?cites=4567671291943289166&as_sdt=5,50&sciodt=0,50&hl=en",3
1991,10.1109/VISUAL.1991.175830,Visualisation tools for semiconductor modelling software,[PDF] Visualisation tools for semiconductor modelling software,"https://scholar.google.com/scholar?cites=2327716539697775354&as_sdt=5,50&sciodt=0,50&hl=en",2
1991,10.1109/VISUAL.1991.175835,Designing a distributed scientific visualization tool,Designing a distributed scientific visualization tool,"https://scholar.google.com/scholar?cites=10528996355994619874&as_sdt=5,50&sciodt=0,50&hl=en",1
1991,10.1109/VISUAL.1991.175836,Experiments with interdisciplinary projects and scientific visualization applications at the undergraduate level,Experiments with interdisciplinary projects and scientific visualization applications at the undergraduate level,"https://scholar.google.com/scholar?cites=700021495170375372&as_sdt=5,50&sciodt=0,50&hl=en",1
1993,10.1109/VISUAL.1993.398873,Applying observations of work activity in designing prototype data analysis tools,Applying observations of work activity in designing prototype data analysis tools,"https://scholar.google.com/scholar?cites=16629573258609352076&as_sdt=5,50&sciodt=0,50&hl=en",6
1993,10.1109/VISUAL.1993.398911,The quantum Coulomb three-body problem - Visualization of simulation results and numerical methods,The quantum Coulomb three-body problem-Visualization of simulation results and numerical methods,"https://scholar.google.com/scholar?cites=15605444918106200423&as_sdt=5,50&sciodt=0,50&hl=en",1
1994,10.1109/VISUAL.1994.346299,A case study on visualization for boundary value problems,A case study on visualization for boundary value problems,"https://scholar.google.com/scholar?cites=10692889705425393392&as_sdt=5,50&sciodt=0,50&hl=en",6
1996,10.1109/VISUAL.1996.568141,A system for measuring surface facet orientation from atomic force microscope data,A system for measuring surface facet orientation from atomic force microscope data,"https://scholar.google.com/scholar?cites=16778620775615997103&as_sdt=5,50&sciodt=0,50&hl=en",2
1996,10.1109/VISUAL.1996.568147,Data reduction and interpolation for visualizing 3D soil-quality data,[BOOK] Data reduction and interpolation for visualizing 3d soil-quality data,"https://scholar.google.com/scholar?cites=9929199428426223975&as_sdt=5,50&sciodt=0,50&hl=en",2
1999,10.1109/VISUAL.1999.809915,A computer animation representing the molecular events of G protein-coupled receptor activation,A computer animation representing the molecular events of G protein-coupled receptor activation,"https://scholar.google.com/scholar?cites=16316614839450872852&as_sdt=5,50&sciodt=0,50&hl=en",1
1999,10.1109/VISUAL.1999.809926,"""Whole field modelling"". Effective real-time and post-survey visualization of underwater pipelines",""" Whole field modelling"". Effective real-time and post-survey visualization of underwater pipelines","https://scholar.google.com/scholar?cites=12431205291811105630&as_sdt=5,50&sciodt=0,50&hl=en",4
1999,10.1109/VISUAL.1999.809931,Detecting null alleles with vasarely charts,Detecting null alleles with vasarely charts,"https://scholar.google.com/scholar?cites=13731180530990260322&as_sdt=5,50&sciodt=0,50&hl=en",3
2000,10.1109/VISUAL.2000.885719,Polyhedral modeling,Polyhedral modeling,"https://scholar.google.com/scholar?cites=11089270330887475197&as_sdt=5,50&sciodt=0,50&hl=en",5
2000,10.1109/VISUAL.2000.885725,Fast visualization methods for comparing dynamics: a case study in combustion,Fast visualization methods for comparing dynamics: A case study in combustion,"https://scholar.google.com/scholar?cites=7171387658821503347&as_sdt=5,50&sciodt=0,50&hl=en",3
2002,10.1109/INFVIS.2002.1173147,The illusion of perceived metric 3D structure,The illusion of perceived metric 3d structure,"https://scholar.google.com/scholar?cites=15145960465649200563&as_sdt=5,50&sciodt=0,50&hl=en",5
2002,10.1109/VISUAL.2002.1183830,"Case study: the ""Office of Real Soon Now"" for visualization","Case study: the"" Office of Real Soon Now"" for visualization","https://scholar.google.com/scholar?cites=4237531009947525530&as_sdt=5,50&sciodt=0,50&hl=en",1
2004,10.1109/VISUAL.2004.69,LoD volume rendering of FEA data,LoD volume rendering of FEA data,"https://scholar.google.com/scholar?cites=7189493250539089888&as_sdt=5,50&sciodt=0,50&hl=en",3
2012,10.1109/TVCG.2012.269,Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,"https://scholar.google.com/scholar?cites=15364317800353493837&as_sdt=5,50&sciodt=0,50&hl=en",4
2013,10.1109/TVCG.2013.229,Visualization of Morse Connection Graphs for Topologically Rich 2D Vector Fields,Visualization of Morse connection graphs for topologically rich 2D vector fields,"https://scholar.google.com/scholar?cites=4929272021219756580&as_sdt=5,50&sciodt=0,50&hl=en",4
2015,10.1109/SciVis.2015.7429486,Using maximum topology matching to explore differences in species distribution models,Using maximum topology matching to explore differences in species distribution models,"https://scholar.google.com/scholar?cites=13290087119292355408&as_sdt=5,50&sciodt=0,50&hl=en",4
2015,10.1109/SciVis.2015.7429490,Explicit frequency control for high-quality texture-based flow visualization,Explicit frequency control for high-quality texture-based flow visualization,"https://scholar.google.com/scholar?cites=2891195721948117143&as_sdt=5,50&sciodt=0,50&hl=en",4
