Conference,Year,Title,DOI,FirstPage,LastPage,PaperType,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Venue Name,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Concepts,Number of Citations,Number of Authors,Cross-type Collaboration,Cross-country Collaboration,With US Authors,Both Cross-type and Cross-country Collaboration,IEEE Title,Citation Counts on Google Scholar,Award,Award Name,Award Track
SciVis,2020,Uncertainty-Oriented Ensemble Data Visualization and Exploration using Variable Spatial Spreading,10.1109/TVCG.2020.3030377,1808,1818,J,2021,2021-01-28,W3092380299,IEEE Transactions on Visualization and Computer Graphics,1808.0,1818.0,11.0,45,14,2,5.0,True,False,False,False,Uncertainty-Oriented Ensemble Data Visualization and Exploration using Variable Spatial Spreading,2,False,,
SciVis,2020,V2V: A Deep Learning Approach to Variable-to-Variable Selection and Translation for Multivariate Time-Varying Data,10.1109/TVCG.2020.3030346,1290,1300,J,2021,2021-01-28,W3092668837,IEEE Transactions on Visualization and Computer Graphics,1290.0,1300.0,11.0,44,12,11,5.0,False,True,True,False,V2V: A Deep Learning Approach to Variable-to-Variable Selection and Translation for Multivariate Time-Varying Data,17,False,,
SciVis,2020,VC-Net: Deep Volume-Composition Networks for Segmentation and Visualization of Highly Sparse and Noisy Image Data,10.1109/TVCG.2020.3030374,1301,1311,J,2021,2021-01-28,W3092226997,IEEE Transactions on Visualization and Computer Graphics,1301.0,1311.0,11.0,36,11,6,8.0,False,False,True,False,VC-Net: Deep Volume-Composition Networks for Segmentation and Visualization of Highly Sparse and Noisy Image Data,12,False,,
SciVis,2020,Visual Analysis of Large Multivariate Scattered Data using Clustering and Probabilistic Summaries,10.1109/TVCG.2020.3030379,1580,1590,J,2021,2021-01-28,W3080778113,IEEE Transactions on Visualization and Computer Graphics,1580.0,1590.0,11.0,47,16,1,3.0,False,False,False,False,Visual Analysis of Large Multivariate Scattered Data using Clustering and Probabilistic Summaries,1,False,,
SciVis,2020,Visualization of Human Spine Biomechanics for Spinal Surgery,10.1109/TVCG.2020.3030388,700,710,J,2021,2021-01-29,W3088769641,IEEE Transactions on Visualization and Computer Graphics,700.0,710.0,11.0,56,11,4,4.0,False,False,False,False,Visualization of Human Spine Biomechanics for Spinal Surgery,5,False,,
VAST,2020,A Visual Analytics Approach for Ecosystem Dynamics based on Empirical Dynamic Modeling,10.1109/TVCG.2020.3028956,506,516,J,2021,2021-01-28,W3092216788,IEEE Transactions on Visualization and Computer Graphics,506.0,516.0,11.0,51,13,1,5.0,True,True,True,True,A Visual Analytics Approach for Ecosystem Dynamics based on Empirical Dynamic Modeling,3,False,,
VAST,2020,"A Visual Analytics Approach for Exploratory Causal Analysis: Exploration, Validation, and Applications",10.1109/TVCG.2020.3028957,1448,1458,J,2021,2021-01-28,W3091825402,IEEE Transactions on Visualization and Computer Graphics,1448.0,1458.0,11.0,57,17,5,3.0,True,True,True,True,"A Visual Analytics Approach for Exploratory Causal Analysis: Exploration, Validation, and Applications",11,False,,
VAST,2020,"A Visual Analytics Approach to Debugging Cooperative, Autonomous Multi-Robot Systems’ Worldviews",10.1109/VAST50239.2020.00008,24,35,C,2020,2020-10-01,W3119900869,visual analytics science and technology,24.0,35.0,12.0,61,8,3,5.0,True,False,True,False,"A Visual Analytics Approach to Debugging Cooperative, Autonomous Multi-Robot Systems’ Worldviews",5,False,,
VAST,2020,A Visual Analytics Framework for Contrastive Network Analysis,10.1109/VAST50239.2020.00010,48,59,C,2020,2020-10-01,W3118966158,visual analytics science and technology,48.0,59.0,12.0,89,16,3,4.0,True,True,True,True,A Visual Analytics Framework for Contrastive Network Analysis,4,False,,
VAST,2020,A Visual Analytics Framework for Explaining and Diagnosing Transfer Learning Processes,10.1109/TVCG.2020.3028888,1385,1395,J,2021,2021-02-01,W3091850269,IEEE Transactions on Visualization and Computer Graphics,1385.0,1395.0,11.0,41,15,6,5.0,True,True,True,True,A Visual Analytics Framework for Explaining and Diagnosing Transfer Learning Processes,9,False,,
VAST,2020,A Visual Analytics Framework for Reviewing Multivariate Time-Series Data with Dimensionality Reduction,10.1109/TVCG.2020.3028889,1601,1611,J,2021,2021-01-28,W3091859708,IEEE Transactions on Visualization and Computer Graphics,1601.0,1611.0,11.0,41,15,9,6.0,True,True,True,True,A Visual Analytics Framework for Reviewing Multivariate Time-Series Data with Dimensionality Reduction,19,False,,
VAST,2020,An Examination of Grouping and Spatial Organization Tasks for High-Dimensional Data Exploration,10.1109/TVCG.2020.3028890,1742,1752,J,2021,2021-01-28,W3092143437,IEEE Transactions on Visualization and Computer Graphics,1742.0,1752.0,11.0,84,12,5,2.0,False,False,True,False,An Examination of Grouping and Spatial Organization Tasks for High-Dimensional Data Exploration,5,False,,
VAST,2020,Argus: Interactive a priori Power Analysis,10.1109/TVCG.2020.3028894,432,442,J,2021,2021-02-27,W3110854011,IEEE Transactions on Visualization and Computer Graphics,432.0,442.0,11.0,57,15,2,5.0,False,True,False,False,Argus: Interactive a priori Power Analysis,6,False,,
VAST,2020,Attention Flows: Analyzing and Comparing Attention Mechanisms in Language Models,10.1109/TVCG.2020.3028976,1160,1170,J,2021,2021-01-28,W3093452197,IEEE Transactions on Visualization and Computer Graphics,1160.0,1170.0,11.0,50,14,9,3.0,False,False,True,False,Attention Flows: Analyzing and Comparing Attention Mechanisms in Language Models,16,False,,
VAST,2020,Auditing the Sensitivity of Graph-based Ranking with Visual Analytics,10.1109/TVCG.2020.3028958,1459,1469,J,2021,2021-01-28,W3092613110,IEEE Transactions on Visualization and Computer Graphics,1459.0,1469.0,11.0,40,13,5,5.0,False,False,True,False,Auditing the Sensitivity of Graph-based Ranking with Visual Analytics,8,False,,
VAST,2020,Boba: Authoring and Visualizing Multiverse Analyses,10.1109/TVCG.2020.3028985,1753,1763,J,2021,2021-01-28,W3041984699,IEEE Transactions on Visualization and Computer Graphics,1753.0,1763.0,11.0,48,12,11,4.0,False,False,True,False,Boba: Authoring and Visualizing Multiverse Analyses,18,False,,
VAST,2020,CAVA: A Visual Analytics System for Exploratory Columnar Data Augmentation Using Knowledge Graphs,10.1109/TVCG.2020.3030443,1731,1741,J,2020,2020-09-07,W3083308171,arXiv: Information Retrieval,,,,62,12,0,9.0,False,False,True,False,CAVA: A Visual Analytics System for Exploratory Columnar Data Augmentation Using Knowledge Graphs,7,False,,
VAST,2020,CcNav: Understanding Compiler Optimizations in Binary Code,10.1109/TVCG.2020.3030357,667,677,J,2021,2021-01-28,W3082563116,IEEE Transactions on Visualization and Computer Graphics,667.0,677.0,11.0,32,12,5,5.0,True,False,True,False,CcNav: Understanding Compiler Optimizations in Binary Code,33,False,,
VAST,2020,CNN Explainer: Learning Convolutional Neural Networks with Interactive Visualization,10.1109/TVCG.2020.3030418,1396,1406,J,2021,2021-02-01,W3021941048,IEEE Transactions on Visualization and Computer Graphics,1396.0,1406.0,11.0,53,10,53,8.0,False,False,True,False,CNN Explainer: Learning Convolutional Neural Networks with Interactive Visualization,71,False,,
VAST,2020,CNNPruner: Pruning Convolutional Neural Networks with Visual Analytics,10.1109/TVCG.2020.3030461,1364,1373,J,2020,2020-09-08,W3088448997,arXiv: Computer Vision and Pattern Recognition,,,,33,11,1,6.0,True,True,True,True,CNNPruner: Pruning Convolutional Neural Networks with Visual Analytics,14,False,,
VAST,2020,Co-Bridges: Pair-wise Visual Connection and Comparison for Multi-item Data Streams,10.1109/TVCG.2020.3030411,1612,1622,J,2021,2021-01-28,W3096817374,IEEE Transactions on Visualization and Computer Graphics,1612.0,1622.0,11.0,55,12,3,5.0,True,True,False,True,Co-Bridges: Pair-wise Visual Connection and Comparison for Multi-item Data Streams,4,False,,
VAST,2020,Competing Models: Inferring Exploration Patterns and Information Relevance via Bayesian Model Selection,10.1109/TVCG.2020.3030430,412,421,J,2021,2021-01-28,W3085029443,IEEE Transactions on Visualization and Computer Graphics,412.0,421.0,10.0,41,16,7,3.0,False,False,True,False,Competing Models: Inferring Exploration Patterns and Information Relevance via Bayesian Model Selection,9,False,,
VAST,2020,ConceptExplorer: Visual Analysis of Concept Drifts in Multi-source Time-series Data,10.1109/VAST50239.2020.00006,1,11,C,2020,2020-10-01,W3120502058,visual analytics science and technology,1.0,11.0,11.0,50,9,5,8.0,False,True,False,False,ConceptExplorer: Visual Analysis of Concept Drifts in Multi-source Time-series Data,10,False,,
VAST,2020,DECE: Decision Explorer with Counterfactual Explanations for Machine Learning Models,10.1109/TVCG.2020.3030342,1438,1447,J,2021,2021-01-28,W3092732263,IEEE Transactions on Visualization and Computer Graphics,1438.0,1447.0,10.0,38,9,15,3.0,False,False,False,False,DECE: Decision Explorer with Counterfactual Explanations for Machine Learning Models,28,False,,
VAST,2020,Diagnosing Concept Drift with Visual Analytics,10.1109/VAST50239.2020.00007,12,23,C,2020,2020-10-01,W3118244215,visual analytics science and technology,12.0,23.0,12.0,64,12,6,7.0,True,True,True,True,Diagnosing Concept Drift with Visual Analytics,11,False,,
VAST,2020,Evaluation of Sampling Methods for Scatterplots,10.1109/TVCG.2020.3030432,1720,1730,J,2021,2021-01-28,W3092806605,IEEE Transactions on Visualization and Computer Graphics,1720.0,1730.0,11.0,61,8,8,5.0,False,False,False,False,Evaluation of Sampling Methods for Scatterplots,15,False,,
VAST,2020,Explainable Matrix - Visualization for Global and Local Interpretability of Random Forest Classification Ensembles,10.1109/TVCG.2020.3030354,1427,1437,J,2021,2021-01-29,W3023454035,IEEE Transactions on Visualization and Computer Graphics,1427.0,1437.0,11.0,59,12,26,2.0,False,True,False,False,Explainable Matrix - Visualization for Global and Local Interpretability of Random Forest Classification Ensembles,35,False,,
VAST,2020,Githru: Visual Analytics for Understanding Software Development History Through Git Metadata Analysis,10.1109/TVCG.2020.3030414,656,666,J,2021,2021-01-28,W3083353120,IEEE Transactions on Visualization and Computer Graphics,656.0,666.0,11.0,64,10,4,7.0,False,True,True,False,Githru: Visual Analytics for Understanding Software Development History Through Git Metadata Analysis,7,False,,
VAST,2020,HyperTendril: Visual Analytics for User-Driven Hyperparameter Optimization of Deep Neural Networks,10.1109/TVCG.2020.3030380,1407,1416,J,2021,2021-01-28,W3083082685,IEEE Transactions on Visualization and Computer Graphics,1407.0,1416.0,10.0,40,10,6,4.0,True,False,False,False,HyperTendril: Visual Analytics for User-Driven Hyperparameter Optimization of Deep Neural Networks,9,False,,
VAST,2020,HypoML: Visual Analysis for Hypothesis-based Evaluation of Machine Learning Models,10.1109/TVCG.2020.3030449,1417,1426,J,2021,2021-01-28,W3092064176,IEEE Transactions on Visualization and Computer Graphics,1417.0,1426.0,10.0,37,8,2,5.0,False,True,False,False,HypoML: Visual Analysis for Hypothesis-based Evaluation of Machine Learning Models,4,False,,
VAST,2020,iConViz: Interactive Visual Exploration of the Default Contagion Risk of Networked-Guarantee Loans,10.1109/VAST50239.2020.00013,84,94,C,2020,2020-10-01,W3119510601,visual analytics science and technology,84.0,94.0,11.0,37,7,3,5.0,False,False,False,False,iConViz: Interactive Visual Exploration of the Default Contagion Risk of Networked-Guarantee Loans,5,False,,
VAST,2020,II-20: Intelligent and pragmatic analytic categorization of image collections,10.1109/TVCG.2020.3030383,422,431,J,2021,2021-01-28,W3093326866,IEEE Transactions on Visualization and Computer Graphics,422.0,431.0,10.0,43,12,3,3.0,False,True,False,False,II-20: Intelligent and pragmatic analytic categorization of image collections,5,False,,
VAST,2020,In Search of Patient Zero: Visual Analytics of Pathogen Transmission Pathways in Hospitals,10.1109/TVCG.2020.3030437,711,721,J,2021,2021-01-01,W3112583104,IEEE Transactions on Visualization and Computer Graphics,711.0,721.0,11.0,38,11,3,13.0,True,True,False,True,In Search of Patient Zero: Visual Analytics of Pathogen Transmission Pathways in Hospitals,9,True,HM,VAST
VAST,2020,InCorr: Interactive Data-Driven Correlation Panels for Digital Outcrop Analysis,10.1109/TVCG.2020.3030409,755,764,J,2021,2021-01-29,W3094159371,IEEE Transactions on Visualization and Computer Graphics,755.0,764.0,10.0,17,7,2,6.0,True,True,False,True,InCorr: Interactive Data-Driven Correlation Panels for Digital Outcrop Analysis,2,False,,
VAST,2020,Insight Beyond Numbers: The Impact of Qualitative Factors on Visual Data Analysis,10.1109/TVCG.2020.3030376,1011,1021,J,2021,2021-01-28,W3097287971,IEEE Transactions on Visualization and Computer Graphics,1011.0,1021.0,11.0,57,17,4,3.0,True,False,False,False,Insight Beyond Numbers: The Impact of Qualitative Factors on Visual Data Analysis,8,False,,
VAST,2020,Integrating Prior Knowledge in Mixed-Initiative Social Network Clustering,10.1109/TVCG.2020.3030347,1775,1785,J,2021,2021-01-28,W3022483867,IEEE Transactions on Visualization and Computer Graphics,1775.0,1785.0,11.0,53,13,5,5.0,False,True,False,False,Integrating Prior Knowledge in Mixed-Initiative Social Network Clustering,8,False,,
VAST,2020,LineSmooth: An Analytical Framework for Evaluating the Effectiveness of Smoothing Techniques on Line Charts,10.1109/TVCG.2020.3030421,1536,1546,J,2021,2021-01-28,W3091989716,IEEE Transactions on Visualization and Computer Graphics,1536.0,1546.0,11.0,44,11,3,2.0,False,False,True,False,LineSmooth: An Analytical Framework for Evaluating the Effectiveness of Smoothing Techniques on Line Charts,7,False,,
VAST,2020,Multiscale Snapshots: Visual Analysis of Temporal Summaries in Dynamic Graphs,10.1109/TVCG.2020.3030398,517,527,J,2021,2021-01-28,W3092280778,IEEE Transactions on Visualization and Computer Graphics,517.0,527.0,11.0,57,13,3,5.0,False,True,False,False,Multiscale Snapshots: Visual Analysis of Temporal Summaries in Dynamic Graphs,6,False,,
VAST,2020,MultiSegVA: Using Visual Analytics to Segment Biologging Time Series on Multiple Scales,10.1109/TVCG.2020.3030386,1623,1633,J,2021,2021-01-28,W3088225717,IEEE Transactions on Visualization and Computer Graphics,1623.0,1633.0,11.0,44,15,2,5.0,True,False,False,False,MultiSegVA: Using Visual Analytics to Segment Biologging Time Series on Multiple Scales,7,False,,
VAST,2020,Once Upon A Time In Visualization: Understanding the Use of Textual Narratives for Causality,10.1109/TVCG.2020.3030358,1332,1342,J,2021,2021-01-28,W3092569006,IEEE Transactions on Visualization and Computer Graphics,1332.0,1342.0,11.0,59,9,3,7.0,True,True,True,True,Once Upon A Time In Visualization: Understanding the Use of Textual Narratives for Causality,5,False,,
VAST,2020,P6: A Declarative Language for Integrating Machine Learning in Visual Analytics,10.1109/TVCG.2020.3030453,380,389,J,2021,2021-01-28,W3097594373,IEEE Transactions on Visualization and Computer Graphics,380.0,389.0,10.0,52,14,6,2.0,False,False,True,False,P6: A Declarative Language for Integrating Machine Learning in Visual Analytics,6,False,,
VAST,2020,PassVizor: Toward Better Understanding of the Dynamics of Soccer Passes,10.1109/TVCG.2020.3030359,1322,1331,J,2021,2021-01-28,W3092406696,IEEE Transactions on Visualization and Computer Graphics,1322.0,1331.0,10.0,40,12,19,8.0,False,False,False,False,PassVizor: Toward Better Understanding of the Dynamics of Soccer Passes,28,False,,
VAST,2020,PipelineProfiler: A Visual Analytics Tool for the Exploration of AutoML Pipelines,10.1109/TVCG.2020.3030361,390,400,J,2021,2021-01-28,W3092425241,IEEE Transactions on Visualization and Computer Graphics,390.0,400.0,11.0,41,13,8,6.0,False,False,True,False,PipelineProfiler: A Visual Analytics Tool for the Exploration of AutoML Pipelines,19,False,,
VAST,2020,Preserving Minority Structures in Graph Sampling,10.1109/TVCG.2020.3030428,1698,1708,J,2021,2021-01-28,W3092277776,IEEE Transactions on Visualization and Computer Graphics,1698.0,1708.0,11.0,78,6,27,10.0,False,False,False,False,Preserving Minority Structures in Graph Sampling,34,True,HM,VAST
VAST,2020,QLens: Visual Analytics of MUlti-step Problem-solving Behaviors for Improving Question Design,10.1109/TVCG.2020.3030337,870,880,J,2021,2021-02-01,W3092024845,IEEE Transactions on Visualization and Computer Graphics,870.0,880.0,11.0,44,11,6,5.0,False,False,False,False,QLens: Visual Analytics of MUlti-step Problem-solving Behaviors for Improving Question Design,7,False,,
VAST,2020,Revisiting the Modifiable Areal Unit Problem in Deep Traffic Prediction with Visual Analytics,10.1109/TVCG.2020.3030410,839,848,J,2021,2021-01-28,W3093457167,IEEE Transactions on Visualization and Computer Graphics,839.0,848.0,10.0,52,12,9,7.0,True,True,False,True,Revisiting the Modifiable Areal Unit Problem in Deep Traffic Prediction with Visual Analytics,18,False,,
